0.031643,46,2.535084,17.81029,11.92931,0.015495,2,4770000
0.070418,28,2.794326,17.84831,68.16154,0.0296,2,4910000
0.077602,34,1.202828,21.14032,77.75692,0.019239,2,3250000
0.014009,48,3.080671,17.14254,69.16971,0.013787,2,2770000
0.083553,56,1.125438,16.70552,71.97886,0.026332,2,4370000
0.034114,54,2.198312,16.01669,90.07684,0.026762,2,4500000
0.048437,86,3.663127,11.59798,19.57383,0.02456,2,6050000
0.071625,76,3.233793,12.8683,16.84466,0.028966,2,6720000
0.029244,71,2.024443,15.12427,67.62544,0.018271,2,3460000
0.072959,83,3.833548,13.35658,47.44275,0.014195,2,2920000
0.041376,23,3.624393,22.12903,71.70377,0.020928,2,3770000
0.015437,63,1.417677,18.38569,78.18137,0.017414,2,3120000
0.061291,66,2.795151,16.40079,28.60094,0.01929,2,4410000
0.021892,17,2.380544,18.57201,53.77534,0.02009,2,4020000
0.067344,39,1.125275,16.97293,94.51234,0.018622,2,3040000
0.068026,26,1.422917,23.60447,43.7404,0.012649,2,2710000
0.095703,94,4.058091,13.65612,93.72072,0.021432,2,3360000
0.024902,69,1.270764,14.93595,12.01152,0.025631,2,7120000
0.025828,58,3.848319,17.55612,32.5686,0.01961,2,4650000
0.0693,92,2.040135,10.92468,58.28563,0.01308,2,2580000
0.039749,90,4.756806,14.89907,52.58689,0.021046,2,4110000
0.044103,28,1.70238,18.24294,97.24149,0.013029,2,2280000
0.079731,32,1.459344,19.52984,49.07573,0.014527,2,2900000
0.015931,36,2.717176,19.5546,36.57377,0.012707,2,3170000
0.037828,80,1.115693,12.46754,64.48485,0.022478,2,4130000
0.096954,46,1.865487,18.5986,41.00926,0.022066,2,4270000
0.082389,56,2.359811,13.39287,17.77086,0.01881,2,4810000
0.022673,70,3.088327,15.91971,49.88493,0.028882,2,5550000
0.055737,62,3.444,14.76636,42.89675,0.021734,2,4280000
0.061117,83,1.389211,12.58516,92.70663,0.011276,2,2020000
0.088831,87,1.682899,15.16604,57.58448,0.018949,2,3440000
0.086105,14,1.095804,32.10079,40.10173,0.011961,2,2640000
0.045711,75,4.474881,13.22325,37.48848,0.013663,2,3160000
0.035402,91,3.518706,15.00377,88.5576,0.013489,2,2450000
0.064435,48,2.293213,19.02402,61.50067,0.016983,2,3190000
0.012835,74,3.982114,14.12597,56.57296,0.02859,2,5520000
0.051811,99,2.487985,14.16644,97.49931,0.023165,2,3770000
0.019644,95,1.955343,13.19171,27.81284,0.018404,2,4580000
0.012705,97,2.67511,16.74913,62.37712,0.02581,2,4940000
0.058395,27,4.352142,18.7172,22.89543,0.027424,2,6150000
0.02854,25,4.170456,20.53173,45.78618,0.015698,2,3400000
0.06582,61,4.194894,15.29159,98.51083,0.014374,2,2380000
0.034673,91,1.83826,14.13324,70.36992,0.011647,2,2340000
0.098909,88,2.971695,14.7342,21.6136,0.026506,2,6200000
0.017317,73,4.761732,15.81754,22.00852,0.015955,2,4290000
0.037289,43,2.98049,18.00328,84.01016,0.017198,2,3030000
0.04872,11,3.328116,19.67502,29.35244,0.018111,2,4180000
0.073977,11,2.657738,30.58039,66.19308,0.027034,2,4520000
0.044087,21,4.886321,23.86761,82.28312,0.024755,2,4170000
0.039993,67,3.812637,13.19906,20.34298,0.021519,2,5440000
0.021748,16,3.727889,26.48594,95.37632,0.017779,2,3030000
0.043355,19,4.96283,19.56186,45.27575,0.027052,2,5270000
0.081772,79,1.318404,14.77855,50.19316,0.018657,2,3550000
0.071178,59,3.597509,15.15873,69.27206,0.020814,2,3640000
0.060856,61,2.417126,14.32157,60.28504,0.011114,2,2260000
0.010854,37,3.889202,18.75946,63.80651,0.024596,2,4670000
0.021171,17,2.289299,22.99741,84.98418,0.028104,2,4790000
0.01347,97,4.958599,12.69779,88.81621,0.029054,2,4780000
0.036356,54,4.35075,14.52421,63.10482,0.028687,2,4900000
0.033654,33,1.46705,23.44952,24.08791,0.02056,2,5040000
0.126,33,1.48,18.6,42.3,0.0101,2,2099745.792
0.1,44,1.65,17.2,70.3,0.0222,2,3675304.88
0.113,14,1.68,29.5,13.9,0.0255,2,5778987.605
0.107,20,3.14,24.4,29.4,0.0197,2,4068429.325
0.153,91,2.92,14.7,65.4,0.0192,2,3105490.15
0.104,50,3.79,15.3,87.7,0.0196,2,3092764.626
0.168,61,1.34,17.6,23.1,0.0192,2,3922219.869
0.168,70,1.28,16.3,36.5,0.0154,2,2933807.691
0.114,27,3.57,22.2,71.4,0.0263,2,4070240.345
0.1,38,4.38,18.6,30.7,0.0212,2,4455473.544
0.121,14,1.46,24.5,16.9,0.0255,2,5486674.054
0.129,13,2.65,22.8,63.7,0.0191,2,3080561.675
0.101,70,4.48,14.1,13.2,0.0152,2,4204801.819
0.108,79,2.47,13.9,12.1,0.0102,2,3171576.706
0.187,53,1.96,18.1,80.2,0.0154,2,2215124.206
0.127,12,2.27,27.9,95.8,0.0113,2,1817515.112
0.111,38,1.22,18,44.4,0.0185,2,3515296.487
0.107,43,3.33,19.5,17.9,0.0208,2,4950225.401
0.187,34,1.62,21.6,39.3,0.0288,2,4513533.774
0.136,85,3.94,15,86.5,0.0102,2,1728845.446
0.141,65,1.49,16.4,93.5,0.0186,2,2784253.809
0.18,27,2.19,24.6,50.6,0.0112,2,1927881.142
0.13,64,2.22,15.4,42.4,0.0239,2,4255826.321
0.1,31,1.57,22,99,0.0185,2,2921041.316
0.103,24,2.27,21.8,46.7,0.0282,2,4952478.346
0.112,51,4.95,14.9,22,0.0218,2,4929545.501
0.153,52,1.78,18.7,99.2,0.0132,2,1939219.019
0.129,39,3.01,18.9,25.6,0.0281,2,5507380.939
0.108,32,1.1,22.6,42,0.0225,2,4208680.643
0.167,29,1.94,23.8,60.5,0.0203,2,3065494.183
0.119,61,1.78,17,85.7,0.01,2,1732313.634
0.119,96,2.06,13.3,37.2,0.0171,2,3408089.976
0.125,84,3.68,14.4,78.6,0.0146,2,2433114.04
0.102,15,1.78,26.4,42.4,0.0292,2,5295516.407
0.102,78,1.44,16.2,98.3,0.0287,2,4324383.43
0.132,24,1.96,22.4,38.9,0.0203,2,3663397.625
0.135,49,1.93,16.6,61.1,0.0289,2,4589126.94
0.101,29,4.24,20.7,21.2,0.0112,2,2958004.242
0.101,61,1.43,13.9,63.8,0.014,2,2564304.713
0.107,29,2.77,17.5,29.1,0.0235,2,4635608.325
0.13,82,2.21,14.6,32.4,0.0187,2,3795962.444
0.165,35,1.76,19.3,73.8,0.0188,2,2837177.141
0.017366,70,4.903654,14.99481,45.25172,0.0111,2,2624952.478
0.079051,87,2.438149,12.62671,27.31513,0.02278,2,5091514.409
0.047144,33,1.508052,18.34755,12.94907,0.028047,2,7138644.254
0.079862,23,4.458444,20.11588,85.68026,0.021024,2,3299729.518
0.035932,66,3.485791,15.03214,49.1141,0.018955,2,3815631.376
0.083533,70,2.819554,16.5063,89.2456,0.022403,2,3584226.996
0.049998,14,4.060153,26.39595,53.65367,0.021292,2,4000286.822
0.043173,16,1.891257,21.43224,41.44051,0.017615,2,3767882.523
